,Chiral_indice_n,Chiracl_indice_m,Initial_atomic_coordinate_u,Initial_atomic_coordinate_v,Initial_atomic_coordinate_w,Calculated_atomic_coordinate_u,Calculated_atomic_coordiante_v,Calculated_atomic_coordinate_w
8672,10,5,667698,932705,792613,670338,939312,793039
8673,10,5,630914,925927,911661,633332,933871,912141
8674,10,5,82587,91423,864042,82857,91771,864553
8675,10,5,798547,924854,98309,802162,930033,983609
8676,10,5,63682,278276,78328,58258,275513,77832
8677,10,5,65808,245482,197375,61024,242387,196562
8678,10,5,105105,463289,149756,100691,462521,149558
8679,10,5,90058,424462,268804,84953,422643,268391
8680,10,5,123332,502411,364042,119942,501742,363861
8681,10,5,105105,463289,48309,100928,46195,48276
8682,10,5,256198,691489,435471,253259,693325,435476
8683,10,5,224742,655572,554518,22228,656675,554439
8684,10,5,289617,725863,649756,288335,72751,649848
8685,10,5,256198,691489,768804,254473,6927,768763
8686,10,5,476312,865478,721185,476306,869142,721367
8687,10,5,437352,84264,840232,436824,84637,840378
8688,10,5,515463,885373,935471,515874,890748,935952
8689,10,5,26307,64217,54518,260699,59345,54081
8690,10,5,108678,137178,6899,106081,13537,646
8691,10,5,127555,116912,125947,124731,113961,12519
8692,10,5,92951,160366,221185,88825,156915,220608
8693,10,5,108678,137178,340232,104786,133711,339574
8694,10,5,6507,312855,292613,59212,30971,292228
8695,10,5,63682,278276,411661,56804,274255,411113
8696,10,5,69959,348941,506899,63039,345849,506443
8697,10,5,6507,312855,625947,58394,309386,625445
8698,10,5,144592,541513,578328,14165,541343,578207
8699,10,5,123332,502411,697375,120022,501649,697144
8700,10,5,168713,580282,792613,166204,580625,792434
8701,10,5,144592,541513,911661,140685,541531,911431
8702,10,5,324731,758419,864042,323591,760728,864167
8703,10,5,289617,725863,98309,287484,727776,983013
8704,10,5,369086,74073,78328,367605,68336,78067
8705,10,5,406924,8428,197375,406119,79633,197032
8706,10,5,201453,75146,149756,198146,70345,149116
8707,10,5,231179,67942,268804,228624,63507,268241
8708,10,5,17413,8577,364042,171144,82248,363445
8709,10,5,201453,75146,48309,197495,69956,482394
8710,10,5,80501,186288,435471,74352,181659,434879
8711,10,5,92951,160366,554518,87461,156021,553847
8712,10,5,71429,214737,649756,65642,210897,649312
8713,10,5,80501,186288,768804,76199,183499,768293
8714,10,5,78311,386244,721185,72218,38408,720787
8715,10,5,69959,348941,840232,62823,34644,839869
8716,10,5,90058,424462,935471,83474,423079,935313
8717,10,5,775258,344428,54518,777998,343186,5462
8718,10,5,562648,15736,6899,563779,154034,6719
8719,10,5,601104,182957,125947,602158,18022,125704
8720,10,5,523688,134522,221185,524262,131067,220989
8721,10,5,562648,15736,340232,563593,15374,340078
8722,10,5,332302,67295,292613,330177,61727,292413
8723,10,5,369086,74073,411661,367141,67385,41143
8724,10,5,296868,64001,506899,293759,58126,506352
8725,10,5,332302,67295,625947,330431,62815,625399
8726,10,5,149431,99729,578328,145573,96112,577741
8727,10,5,17413,8577,697375,171921,83562,696709
8728,10,5,127555,116912,792613,125357,115355,792228
8729,10,5,149431,99729,911661,14793,98476,911115
8730,10,5,65808,245482,864042,6068,242977,863486
8731,10,5,71429,214737,98309,67045,212203,982424
8732,10,5,855408,458487,78328,858271,458675,78513
8733,10,5,876668,497589,197375,879799,498353,197526
8734,10,5,710383,274137,149756,712185,272256,149849
8735,10,5,743802,308511,268804,746251,307094,268825
8736,10,5,675269,241581,364042,676943,239127,364124
8737,10,5,710383,274137,48309,712822,271943,483015
8738,10,5,484537,114627,435471,48437,110072,435255
8739,10,5,523688,134522,554518,524528,131073,554263
8740,10,5,445511,97835,649756,445128,94593,649647
8741,10,5,484537,114627,768804,484686,112224,768549
8742,10,5,26307,64217,721185,261218,61169,720724
8743,10,5,296868,64001,840232,295297,60952,839694
8744,10,5,231179,67942,935471,229392,65234,93524
8745,10,5,930041,651059,6899,936227,653905,7124
8746,10,5,93493,687145,125947,941249,6904,126149
8747,10,5,921689,613756,221185,92779,616055,221487
8748,10,5,930041,651059,340232,937445,653793,340647
8749,10,5,831287,419718,292613,834071,419304,292955
8750,10,5,855408,458487,411661,859295,4585,411949
8751,10,5,804499,381596,506899,808121,380335,507061
8752,10,5,831287,419718,625947,835526,419021,626106
8753,10,5,638745,211106,578328,640569,208191,578371
8754,10,5,675269,241581,697375,677407,239302,697352
8755,10,5,601104,182957,792613,602136,180428,792516
8756,10,5,638745,211106,911661,640753,208331,911479
8757,10,5,406924,8428,864042,406175,81163,864014
8758,10,5,445511,97835,98309,445516,94211,983032
8759,10,5,909942,575538,435471,916315,576998,435837
8760,10,5,921689,613756,554518,927548,615948,554832
8761,10,5,894895,536711,649756,898946,537416,650075
8762,10,5,909942,575538,768804,91378,576723,769
8763,10,5,775258,344428,721185,778844,342702,721287
8764,10,5,804499,381596,840232,808401,380339,840322
8765,10,5,743802,308511,935471,746999,306358,935621
8766,10,5,93493,687145,792613,939923,689793,793163
8767,10,5,876668,497589,864042,879561,497734,864322
8768,10,5,894895,536711,98309,898735,537919,983259
8769,10,6,915011,839939,17591,917298,841951,17508
8770,10,6,862649,900593,24394,865332,903949,24365
8771,10,6,836661,916743,68612,840415,921271,68623
8772,10,6,934097,790423,55006,938607,793221,54811
8773,10,6,923956,821112,99224,928442,824228,99072
8774,10,6,938634,768454,136639,945019,77217,136554
8775,10,6,931159,800965,180857,937028,804813,180845
8776,10,6,513995,889838,7387,513755,891974,7373
8777,10,6,691738,941038,37999,693654,945845,38078
8778,10,6,752892,940688,75414,755835,945287,75424
8779,10,6,71688,942261,119632,719163,945638,119695
8780,10,6,878125,887758,106027,881521,890723,105909
8781,10,6,854347,906395,150244,8575,909387,150174
8782,10,6,892048,873331,187659,895598,875942,187594
8783,10,6,870577,894378,231877,873716,897401,231797
8784,10,6,941368,745382,218272,946238,747879,21841
8785,10,6,93659,779582,262489,940848,782309,262568
8786,10,6,942288,721301,299904,945842,723191,300036
8787,10,6,940227,75705,344122,943971,759393,344272
8788,10,6,401405,824097,1419,400526,825926,14169
8789,10,6,360459,793699,58408,359263,795136,58442
8790,10,6,584369,918184,44802,585398,922461,44817
8791,10,6,542289,902422,8902,542897,904907,89015
8792,10,6,612013,926552,126435,613105,928813,12647
8793,10,6,57041,913353,170653,571623,916057,170696
8794,10,6,77562,937375,157047,778426,940654,157036
8795,10,6,741132,941667,201265,743953,946039,201232
8796,10,6,797216,932264,23868,801256,937283,238559
8797,10,6,764392,939257,282897,768461,944499,282865
8798,10,6,90436,857369,269292,908044,860386,269286
8799,10,6,885285,88074,31351,890189,885043,313525
8800,10,6,915011,839939,350925,920393,844159,351042
8801,10,6,898409,865538,395142,903496,870348,395229
8802,10,6,942055,733461,425755,945026,735371,425806
8803,10,6,202515,634703,27795,199322,635819,27992
8804,10,6,258564,700212,6521,256758,70159,65307
8805,10,6,224096,661417,109428,221992,661929,109502
8806,10,6,429232,842714,95823,429196,84344,95748
8807,10,6,387636,814284,14004,387745,814679,139981
8808,10,6,45735,859922,177455,457699,861901,177416
8809,10,6,415275,833577,221673,415239,836208,221595
8810,10,6,639196,933167,208068,641567,93766,207995
8811,10,6,598241,922585,252285,600106,926276,252251
8812,10,6,665808,938002,2897,668906,94319,289573
8813,10,6,625669,93008,333918,627762,935095,333776
8814,10,6,817591,925378,320312,8223,93044,32029
8815,10,6,786566,935043,36453,791263,941396,364496
8816,10,6,836661,916743,401945,841582,922386,401991
8817,10,6,807562,929041,446163,811378,934249,44622
8818,10,6,923956,821112,432557,927701,824114,432597
8819,10,6,909896,848833,476775,913187,852063,476845
8820,10,6,931159,800965,51419,936508,804482,514032
8821,10,6,919699,830695,558408,924168,833889,558313
8822,10,6,63352,342653,3986,59511,341464,3989
8823,10,6,58609,303689,48204,5414,301778,48155
8824,10,6,129225,523438,34598,126363,52356,34734
8825,10,6,107784,48092,78816,104654,480214,78947
8826,10,6,145436,551688,116231,142796,551707,116349
8827,10,6,121687,50927,160448,118844,50879,160591
8828,10,6,282803,725068,146843,281634,725947,146827
8829,10,6,246811,687468,191061,244644,688885,191046
8830,10,6,307935,749,228476,307144,75109,228371
8831,10,6,270566,712749,272693,270009,714326,27261
8832,10,6,485643,875652,259088,486721,878035,259037
8833,10,6,443262,851499,303306,443719,854194,303258
8834,10,6,513995,889838,340721,515032,892766,340647
8835,10,6,471481,867976,384938,472166,871315,384894
8836,10,6,691738,941038,371333,69511,947135,371124
8837,10,6,652581,935809,415551,655532,941801,415362
8838,10,6,71688,942261,452965,719898,947171,452886
8839,10,6,678865,939746,497183,680365,942876,497104
8840,10,6,854347,906395,483578,857145,909758,483701
8841,10,6,827294,921277,527795,829028,923541,527941
8842,10,6,870577,894378,56521,872204,895651,565251
8843,10,6,845682,911781,609428,84609,912367,609475
8844,10,6,93659,779582,595823,941162,782219,5957
8845,10,6,927777,811198,64004,930689,812959,639981
8846,10,6,940227,75705,677455,94429,759377,67755
8847,10,6,934097,790423,721673,938109,793522,721749
8848,10,6,84989,160061,17591,82702,158049,17508
8849,10,6,65903,209577,55006,61393,206779,54811
8850,10,6,76044,178888,99224,71558,175772,99072
8851,10,6,68761,36946,85619,63296,367718,85736
8852,10,6,6132,329485,129836,55148,326859,129984
8853,10,6,75941,396803,167251,71373,395308,16744
8854,10,6,65833,355983,211469,6084,354287,211736
8855,10,6,163104,579725,197863,159831,580374,197874
8856,10,6,137144,537582,242081,134364,538236,242135
8857,10,6,182156,607435,279496,181029,608453,279454
8858,10,6,154092,56574,323714,153307,566568,323685
8859,10,6,333856,771908,310108,333466,774699,310056
8860,10,6,295264,737156,354326,294242,73995,354287
8861,10,6,360459,793699,391741,359905,796817,391727
8862,10,6,320803,760588,435959,320192,762603,435941
8863,10,6,542289,902422,422353,543882,906436,422147
8864,10,6,499819,882942,466571,500691,886641,466326
8865,10,6,57041,913353,503986,571487,916874,503843
8866,10,6,528156,896334,548204,528063,899431,547989
8867,10,6,741132,941667,534598,742353,944167,534663
8868,10,6,704414,941876,578816,705431,944815,578828
8869,10,6,764392,939257,616231,765498,941687,616299
8870,10,6,729124,942191,660448,731001,947239,660537
8871,10,6,885285,88074,646843,887188,882315,646845
8872,10,6,862649,900593,691061,864936,904129,691019
8873,10,6,898409,865538,728476,901199,868607,728496
8874,10,6,878125,887758,772693,879935,890281,772722
8875,10,6,942055,733461,759088,946639,736184,759204
8876,10,6,938634,768454,803306,942519,770926,803442
8877,10,6,941368,745382,884938,943937,746515,884978
8878,10,6,308262,58962,37999,306346,54155,38078
8879,10,6,137351,99407,24394,134668,96051,24365
8880,10,6,163339,83257,68612,159585,78729,68623
8881,10,6,121875,112242,106027,118479,109276,105909
8882,10,6,145653,93605,150244,1425,90613,150174
8883,10,6,61366,231546,136639,54981,227831,136554
8884,10,6,68841,199035,180857,62972,195187,180845
8885,10,6,58632,254618,218272,53762,252121,21841
8886,10,6,6341,220418,262489,59152,217691,262568
8887,10,6,84864,424571,248884,81536,424144,249033
8888,10,6,72131,383072,293102,69671,382225,293281
8889,10,6,95493,452648,330517,93554,452826,330539
8890,10,6,80187,410641,374734,77286,410008,37472
8891,10,6,202515,634703,361129,201306,636645,361098
8892,10,6,172462,593628,405346,171099,594552,405282
8893,10,6,224096,661417,442761,222594,662827,442796
8894,10,6,192178,621131,486979,189914,62257,487058
8895,10,6,387636,814284,473374,387733,817346,473206
8896,10,6,347079,782949,517591,345247,786644,517441
8897,10,6,415275,833577,555006,414465,837662,55477
8898,10,6,373983,804148,599224,373282,807854,599102
8899,10,6,598241,922585,585619,598721,925829,585503
8900,10,6,556379,908097,629836,557079,912469,629782
8901,10,6,625669,93008,667251,627454,936842,667231
8902,10,6,584369,918184,711469,586086,925483,711528
8903,10,6,786566,935043,697863,789545,940467,697835
8904,10,6,752892,940688,742081,755637,94653,742135
8905,10,6,807562,929041,779496,809639,932787,779475
8906,10,6,77562,937375,823714,777203,940717,823718
8907,10,6,909896,848833,810108,911853,850823,810199
8908,10,6,892048,873331,854326,893574,87496,854421
8909,10,6,919699,830695,891741,922215,832387,891798
8910,10,6,90436,857369,935959,905495,858615,935971
8911,10,6,942288,721301,966571,945463,722636,966525
8912,10,6,486005,110162,7387,486245,108026,7373
8913,10,6,415631,81816,44802,414601,77539,44817
8914,10,6,457711,97578,8902,457103,95093,89015
8915,10,6,247108,59312,75414,244165,54713,75424
8916,10,6,28312,57739,119632,280837,54363,119695
8917,10,6,22438,62625,157047,221574,59346,157036
8918,10,6,258868,58333,201265,256047,5396,201232
8919,10,6,107952,126669,187659,104402,124058,187594
8920,10,6,129423,105622,231877,126284,102599,231797
8921,10,6,9564,142631,269292,91956,139614,269286
8922,10,6,114715,11926,31351,109811,114957,313525
8923,10,6,57712,278699,299904,54158,276809,300036
8924,10,6,59773,24295,344122,56029,240607,344272
8925,10,6,58609,303689,381537,56117,302546,381544
8926,10,6,57945,266539,425755,54974,264628,425806
8927,10,6,107784,48092,412149,106002,48117,412094
8928,10,6,89968,438578,456367,87471,438683,456316
8929,10,6,121687,50927,493782,119568,509771,493822
8930,10,6,101434,466767,537999,98365,466812,538044
8931,10,6,246811,687468,524394,244313,690171,524372
8932,10,6,213158,648136,568612,210437,65014,568677
8933,10,6,270566,712749,606027,26973,715038,605933
8934,10,6,235317,674532,650244,235005,675748,650191
8935,10,6,443262,851499,636639,443403,854916,636548
8936,10,6,401405,824097,680857,401701,827004,680848
8937,10,6,471481,867976,718272,472141,872599,718328
8938,10,6,429232,842714,762489,428594,845675,762483
8939,10,6,652581,935809,748884,654927,942924,748904
8940,10,6,612013,926552,793102,612372,931098,793126
8941,10,6,678865,939746,830517,679798,943406,830415
8942,10,6,639196,933167,874734,639954,937184,874636
8943,10,6,827294,921277,861129,828738,923654,861187
8944,10,6,797216,932264,905346,798679,935525,905366
8945,10,6,845682,911781,942761,846055,912872,942818
8946,10,6,817591,925378,986979,819082,928041,987038
8947,10,6,927777,811198,973374,929379,81212,973283
8948,10,6,797485,365297,27795,800678,364181,27992
8949,10,6,598595,175903,1419,599474,174074,14169
8950,10,6,639541,206301,58408,640737,204864,58442
8951,10,6,570768,157286,95823,570804,15656,95748
8952,10,6,612364,185716,14004,612255,185321,139981
8953,10,6,387987,73448,126435,386895,71187,12647
8954,10,6,42959,86647,170653,428377,83943,170696
8955,10,6,360804,66833,208068,358433,6234,207995
8956,10,6,401759,77415,252285,399894,73724,252251
8957,10,6,202784,67736,23868,198744,62717,238559
8958,10,6,235608,60743,282897,231539,55501,282865
8959,10,6,182409,74622,320312,1777,6956,32029
8960,10,6,213434,64957,36453,208737,58604,364496
8961,10,6,84989,160061,350925,79607,155841,351042
8962,10,6,101591,134462,395142,96504,129652,395229
8963,10,6,76044,178888,432557,72299,175886,432597
8964,10,6,90104,151167,476775,86813,147937,476845
8965,10,6,6132,329485,46317,57468,328227,463097
8966,10,6,57933,291086,507387,53252,289244,507329
8967,10,6,65833,355983,544802,61469,354912,544812
8968,10,6,59738,316493,58902,55425,314624,589019
8969,10,6,137144,537582,575414,134862,538617,5755
8970,10,6,114537,495093,619632,112692,494756,619696
8971,10,6,154092,56574,657047,153823,56603,657034
8972,10,6,129225,523438,701265,127459,523156,701251
8973,10,6,295264,737156,687659,295119,73906,687616
8974,10,6,258564,700212,731877,257857,701301,731749
8975,10,6,320803,760588,769292,32,76218,769269
8976,10,6,282803,725068,81351,280269,726865,813482
8977,10,6,499819,882942,799904,499361,886506,800007
8978,10,6,45735,859922,844122,456072,862339,8442
8979,10,6,528156,896334,881537,527623,898838,881495
8980,10,6,485643,875652,925755,485004,877581,925761
8981,10,6,704414,941876,912149,705849,946211,912056
8982,10,6,665808,938002,956367,666996,942243,956309
8983,10,6,729124,942191,993782,730693,946143,993814
8984,10,6,870775,476562,34598,873637,47644,34734
8985,10,6,892216,51908,78816,895346,519786,78947
8986,10,6,741436,299788,6521,743242,29841,65307
8987,10,6,775904,338583,109428,778008,338071,109502
8988,10,6,717197,274932,146843,718366,274053,146827
8989,10,6,753189,312532,191061,755356,311115,191046
8990,10,6,54265,140078,177455,542301,138099,177416
8991,10,6,584725,166423,221673,584761,163791,221595
8992,10,6,514357,124348,259088,513278,121965,259037
8993,10,6,556738,148501,303306,556281,145806,303258
8994,10,6,334192,61998,2897,331094,5681,289573
8995,10,6,374331,6992,333918,372238,64905,333776
8996,10,6,308262,58962,371333,30489,52864,371124
8997,10,6,347419,64191,415551,344468,58199,415362
8998,10,6,163339,83257,401945,158419,77614,401991
8999,10,6,192438,70959,446163,188622,65751,44622
9000,10,6,145653,93605,483578,142855,90242,483701
9001,10,6,172706,78723,527795,170972,76459,527941
9002,10,6,68841,199035,51419,63492,195518,514032
9003,10,6,80301,169305,558408,75832,166111,558313
9004,10,6,6341,220418,595823,58837,217781,5957
9005,10,6,72223,188802,64004,69311,187041,639981
9006,10,6,72131,383072,626435,68753,381808,626586
9007,10,6,63352,342653,670653,58648,340732,670863
9008,10,6,80187,410641,708068,7538,409329,708221
9009,10,6,68761,36946,752285,63509,367702,752499
9010,10,6,172462,593628,73868,171025,594127,738549
9011,10,6,145436,551688,782897,142679,552369,1
9012,10,6,192178,621131,820312,18879,622623,820256
9013,10,6,163104,579725,86453,158705,580531,864511
9014,10,6,347079,782949,850925,344576,785837,850994
9015,10,6,307935,749,895142,305228,751473,895251
9016,10,6,373983,804148,932557,372381,807031,932612
9017,10,6,333856,771908,976775,33151,774133,976864
9018,10,6,556379,908097,96317,556532,911164,963126
9019,10,6,936648,657347,3986,940489,658536,3989
9020,10,6,941391,696311,48204,94586,698222,48155
9021,10,6,931239,63054,85619,936703,632282,85736
9022,10,6,93868,670515,129836,944852,673141,129984
9023,10,6,854564,448312,116231,857204,448293,116349
9024,10,6,878313,49073,160448,881156,49121,160591
9025,10,6,836896,420275,197863,840169,419626,197874
9026,10,6,862856,462418,242081,865636,461764,242135
9027,10,6,692065,251,228476,692856,24891,228371
9028,10,6,729434,287251,272693,729991,285674,27261
9029,10,6,666144,228092,310108,666534,225301,310056
9030,10,6,704736,262844,354326,705758,26005,354287
9031,10,6,486005,110162,340721,484968,107234,340647
9032,10,6,528519,132024,384938,527834,128685,384894
9033,10,6,457711,97578,422353,456118,93564,422147
9034,10,6,500181,117058,466571,499309,113359,466326
9035,10,6,28312,57739,452965,280102,52829,452886
9036,10,6,321135,60254,497183,319635,57124,497104
9037,10,6,258868,58333,534598,257647,55833,534663
9038,10,6,295586,58124,578816,294569,55185,578828
9039,10,6,129423,105622,56521,127796,104349,565251
9040,10,6,154318,88219,609428,15391,87633,609475
9041,10,6,114715,11926,646843,112812,117685,646845
9042,10,6,137351,99407,691061,135065,95871,691019
9043,10,6,59773,24295,677455,5571,240623,67755
9044,10,6,65903,209577,721673,61891,206478,721749
9045,10,6,57945,266539,759088,53361,263816,759204
9046,10,6,61366,231546,803306,57481,229074,803442
9047,10,6,89968,438578,7897,86339,438546,789673
9048,10,6,75941,396803,833918,7187,396052,833916
9049,10,6,101434,466767,871333,96876,466659,871283
9050,10,6,84864,424571,915551,80323,423858,915497
9051,10,6,213158,648136,901945,209153,649858,902019
9052,10,6,182156,607435,946163,178488,608016,946266
9053,10,6,235317,674532,983578,232218,675887,983697
9054,10,6,924059,603197,167251,928627,604692,167441
9055,10,6,934167,644017,211469,93916,645713,211736
9056,10,6,915136,575429,248884,918464,575856,249033
9057,10,6,927869,616928,293102,930329,617775,293281
9058,10,6,817844,392565,279496,818971,391547,279454
9059,10,6,845908,43426,323714,846693,433432,323685
9060,10,6,797485,365297,361129,798694,363355,361098
9061,10,6,827538,406372,405346,828901,405448,405282
9062,10,6,639541,206301,391741,640095,203183,391727
9063,10,6,679197,239412,435959,679808,237397,435941
9064,10,6,612364,185716,473374,612267,182654,473206
9065,10,6,652921,217051,517591,654753,213356,517441
9066,10,6,42959,86647,503986,428513,83126,503843
9067,10,6,471844,103666,548204,471937,100569,547989
9068,10,6,401759,77415,585619,401279,74171,585503
9069,10,6,443621,91903,629836,442921,87531,629782
9070,10,6,235608,60743,616231,234503,58313,616299
9071,10,6,270876,57809,660448,269,52762,660537
9072,10,6,213434,64957,697863,210455,59533,697835
9073,10,6,247108,59312,742081,244363,5347,742135
9074,10,6,101591,134462,728476,98801,131393,728496
9075,10,6,121875,112242,772693,120065,109719,772722
9076,10,6,90104,151167,810108,88147,149177,810199
9077,10,6,107952,126669,854326,106426,12504,854421
9078,10,6,57933,291086,840721,54456,28997,840718
9079,10,6,58632,254618,884938,56063,253485,884978
9080,10,6,59738,316493,922353,56166,315341,922286
9081,10,6,57712,278699,966571,54537,277364,966525
9082,10,6,114537,495093,952965,11096,494828,953017
9083,10,6,95493,452648,997183,92245,452292,997247
9084,10,6,904507,547352,330517,906446,547174,330539
9085,10,6,919813,589359,374734,922714,589992,37472
9086,10,6,892216,51908,412149,893998,51883,412094
9087,10,6,910032,561422,456367,912529,561317,456316
9088,10,6,775904,338583,442761,777406,337173,442796
9089,10,6,807822,378869,486979,810086,37743,487058
9090,10,6,753189,312532,524394,755687,309829,524372
9091,10,6,786842,351864,568612,789563,34986,568677
9092,10,6,584725,166423,555006,585535,162338,55477
9093,10,6,626017,195852,599224,626718,192145,599102
9094,10,6,556738,148501,636639,556597,145084,636548
9095,10,6,598595,175903,680857,598299,172996,680848
9096,10,6,374331,6992,667251,372546,63158,667231
9097,10,6,415631,81816,711469,413914,74517,711528
9098,10,6,347419,64191,748884,345073,57076,748904
9099,10,6,387987,73448,793102,387628,68902,793126
9100,10,6,192438,70959,779496,190361,67213,779475
9101,10,6,22438,62625,823714,222797,59283,823718
9102,10,6,172706,78723,861129,171261,76346,861187
9103,10,6,202784,67736,905346,201321,64475,905366
9104,10,6,80301,169305,891741,77785,167613,891798
9105,10,6,9564,142631,935959,94505,141386,935971
9106,10,6,72223,188802,973374,70621,18788,973283
9107,10,6,941391,696311,381537,943883,697454,381544
9108,10,6,93868,670515,46317,942532,671773,463097
9109,10,6,942067,708914,507387,946748,710756,507329
9110,10,6,878313,49073,493782,880432,490229,493822
9111,10,6,898566,533233,537999,901635,533188,538044
9112,10,6,862856,462418,575414,865138,461383,5755
9113,10,6,885463,504907,619632,887308,505244,619696
9114,10,6,729434,287251,606027,73027,284962,605933
9115,10,6,764683,325468,650244,764995,324252,650191
9116,10,6,704736,262844,687659,704881,26094,687616
9117,10,6,741436,299788,731877,742143,2987,731749
9118,10,6,528519,132024,718272,527859,127401,718328
9119,10,6,570768,157286,762489,571406,154325,762483
9120,10,6,500181,117058,799904,500639,113494,800007
9121,10,6,54265,140078,844122,543928,137661,8442
9122,10,6,321135,60254,830517,320202,56594,830415
9123,10,6,360804,66833,874734,360046,62816,874636
9124,10,6,295586,58124,912149,294151,53789,912056
9125,10,6,334192,61998,956367,333004,57757,956309
9126,10,6,154318,88219,942761,153945,87128,942818
9127,10,6,182409,74622,986979,180918,71959,987038
9128,10,6,934167,644017,544802,938531,645088,544812
9129,10,6,940262,683507,58902,944575,685376,589019
9130,10,6,927869,616928,626435,931248,618192,626586
9131,10,6,936648,657347,670653,941353,659268,670863
9132,10,6,845908,43426,657047,846177,43397,657034
9133,10,6,870775,476562,701265,872541,476844,701251
9134,10,6,827538,406372,73868,828975,405873,738549
9135,10,6,854564,448312,782897,857321,447631,78281
9136,10,6,679197,239412,769292,68,23782,769269
9137,10,6,717197,274932,81351,719731,273135,813482
9138,10,6,652921,217051,850925,655424,214163,850994
9139,10,6,692065,251,895142,694772,248527,895251
9140,10,6,471844,103666,881537,472377,101162,881495
9141,10,6,514357,124348,925755,514996,122419,925761
9142,10,6,443621,91903,96317,443468,88836,963126
9143,10,6,270876,57809,993782,269307,53857,993814
9144,10,6,919813,589359,708068,92462,590671,708221
9145,10,6,931239,63054,752285,936491,632298,752499
9146,10,6,910032,561422,7897,913661,561454,789673
9147,10,6,924059,603197,833918,92813,603948,833916
9148,10,6,807822,378869,820312,81121,377377,820256
9149,10,6,836896,420275,86453,841295,419469,864511
9150,10,6,786842,351864,901945,790847,350142,902019
9151,10,6,817844,392565,946163,821512,391984,946266
9152,10,6,626017,195852,932557,627619,192969,932612
9153,10,6,666144,228092,976775,66849,225867,976864
9154,10,6,942067,708914,840721,945544,71003,840718
9155,10,6,898566,533233,871333,903124,533341,871283
9156,10,6,915136,575429,915551,919677,576142,915497
9157,10,6,885463,504907,952965,88904,505172,953017
9158,10,6,904507,547352,997183,907755,547708,997247
9159,10,6,764683,325468,983578,767782,324113,983697
9160,10,6,940262,683507,922353,943834,684659,922286
9161,11,2,926655,724234,13017,932399,72747,13012
9162,11,2,925727,739548,40228,931998,743601,40159
9163,11,2,694345,926288,26622,698465,933483,26586
9164,11,2,865573,873606,6214,869842,878064,6225
9165,11,2,855824,882086,33425,860877,887845,33432
9166,11,2,900951,827257,50432,906072,831656,50426
9167,11,2,89433,838667,77643,898942,843047,7761
9168,11,2,275766,702421,13017,2751,704554,1306
9169,11,2,482848,860781,1982,484467,866065,197
9170,11,2,582662,903988,36826,585653,911053,36744
9171,11,2,564693,897731,64037,567726,905088,63964
9172,11,2,777518,919619,43629,783273,927768,43632
9173,11,2,763407,922577,7084,768821,931034,70798
9174,11,2,834395,896936,87847,838944,902429,87818
9175,11,2,822754,90328,115058,827035,908563,115029
9176,11,2,921542,768837,94649,927219,772648,94629
9177,11,2,918292,782758,12186,92468,787438,1218
9178,11,2,926827,716421,166078,932811,719821,16603
9179,11,2,126394,491967,6214,123739,491198,6234
9180,11,2,184752,591592,23221,183308,592224,23223
9181,11,2,172743,573695,50432,169895,57413,50354
9182,11,2,366532,784385,30024,366976,788663,30011
9183,11,2,34933,770524,57235,3491,774581,57168
9184,11,2,446496,839988,74241,448041,845335,74146
9185,11,2,42845,82865,101452,428359,833234,101262
9186,11,2,661187,922878,81044,665643,931637,81061
9187,11,2,644152,920013,108255,647061,926599,108255
9188,11,2,733768,926172,125262,736647,930645,125374
9189,11,2,718294,926803,152473,720464,930424,152561
9190,11,2,878939,859613,132064,883947,864193,132032
9191,11,2,870198,86911,159275,873933,872406,159236
9192,11,2,909507,809027,176282,914373,812344,17631
9193,11,2,903988,821326,203493,908915,824869,203531
9194,11,2,90493,190973,9615,8605,1874,9646
9195,11,2,96012,178674,36826,9166,175085,36808
9196,11,2,84105,375227,16418,78661,372736,16401
9197,11,2,80381,357899,43629,73736,354986,43585
9198,11,2,110133,455558,60636,106037,454627,60602
9199,11,2,103064,437459,87847,99151,436403,87799
9200,11,2,245575,669597,67439,243826,671941,67305
9201,11,2,231163,652705,94649,228422,654548,94487
9202,11,2,315782,741346,111656,313959,74521,11146
9203,11,2,299497,726083,138867,297876,72911,138684
9204,11,2,528434,883051,118459,529477,88768,11835
9205,11,2,510209,874654,14567,510397,878006,145501
9206,11,2,609322,911986,162677,610271,915893,162631
9207,11,2,591592,90684,189888,592173,911328,189807
9208,11,2,797726,913748,169479,80099,91726,169578
9209,11,2,784385,917853,19669,787659,922447,196753
9210,11,2,850704,886064,213697,853211,888395,213823
9211,11,2,839988,893491,240908,842004,89581,240985
9212,11,2,924972,747043,2205,932176,750927,220585
9213,11,2,922878,761691,247711,929199,765606,247774
9214,11,2,408408,9316,23221,407524,87666,23236
9215,11,2,202274,86252,2813,19836,80582,2832
9216,11,2,215615,82147,30024,211747,75916,29994
9217,11,2,149296,113936,4703,146835,111023,47004
9218,11,2,160012,106509,74241,158179,104147,74188
9219,11,2,75028,252957,53833,68522,249137,53833
9220,11,2,77122,238309,81044,70903,234348,80966
9221,11,2,75237,324052,98051,69654,32148,98008
9222,11,2,73828,307596,125262,69417,305551,125188
9223,11,2,150541,537528,104854,147964,537869,10481
9224,11,2,140387,519326,132064,137761,51977,131994
9225,11,2,203837,618115,149071,201996,619849,148932
9226,11,2,190973,60048,176282,189126,601538,176141
